,languages,language_type,label 
1455,कल यहाँ सात बजे आना न भूलना।,hindi,1
1456,कल यहाँ सात बजे पहुँचना न भूलना।,hindi,1
1457,वह अंग्रेज़ी नागरिक है पर भारत में रहता है।,hindi,1
1458,उसका कलाकार बनने का सपना सच हो गया।,hindi,1
1459,"उसने कहा था कि वह मुझे चिट्ठी लिखेगा, पर उसने अभी तक एक भी चिट्ठी नहीं भेजी है।",hindi,1
1460,मुझे नहीं पता वह लंदन के लिए रवाना कब होएगी।,hindi,1
1461,मुझे ठंड लग रही है। खिड़की बंद कर सकते हो क्या?,hindi,1
1462,मुझे अभी तक उस फ़िल्म को देखने का मौका नहीं मिला है।,hindi,1
1463,अगर कल बारिश हुई तो तुम घर में रहोगे क्या?,hindi,1
1464,मेरे लिए छः बजे से पहले उठना बहुत मुश्किल है।,hindi,1
1465,मुझे तुमको यह बात समझाना नामुमकिन है।,hindi,1
1466,मेरे पिता अपने शौक पर बहुत समय खर्च करते हैं।,hindi,1
1467,मेरी सोच तुम्हारी सोच से बिलकुल अलग है।,hindi,1
1468,मेरे माता-पिता अभी-अभी स्टेशन पर पहुँचें हैं।,hindi,1
1469,"उसने जैसे ही अपनी मम्मी को देखा, वह चिल्ला उठी।",hindi,1
1470,उसने पुराने अखबारों को एक ढेर में करके छोड़ दिया।,hindi,1
1471,उस सिनेमा हॉल में हमेशा अच्छी फ़िल्में लगतीं हैं।,hindi,1
1472,बच्चा की नींद आधी रात में खुल गई।,hindi,1
1473,बच्चों ने एक-दूसरे की नकल करने की कोशिश करी।,hindi,1
1474,सरकार शिक्षा को सुधारने मे लगी हुई है।,hindi,1
1475,मोर की पूंछ के पंख रंग-बिरंगी होते हैं।,hindi,1
1476,माँ हाथ पकड़कर अपने बच्चे को ले जा रही है।,hindi,1
1477,चोर ने पुलिस को उसको पकड़ने के लिए गाली दी।,hindi,1
1478,दुनिया और-भी-और तेज़ी से बदल रही है।,hindi,1
1479,यह कॉफ़ी इतनी गरम है कि मुझसे पी नहीं जा रही है।,hindi,1
1480,यह वही किताब है जिसे मैं पढ़ना चाह्ता था।,hindi,1
1481,जागना सोने का विलोम शब्द है।,hindi,1
1482,जो भी पहले आएँगे उन्हें सबसे अच्छी सीटें मिलेंगीं।,hindi,1
1483,भारत में कल एक बड़ा भूकम्प हुआ था।,hindi,1
1484,तुम यहाँ सारे के सारे पेड़ काट डालोगे क्या?,hindi,1
1485,जाने से पहले आग को भुजाना मत भूलना।,hindi,1
1486,मैं उसकी सलाह की वजह से कामयाब हो गया।,hindi,1
1487,तुम्हें खिड़कियाँ बंद करने की नहीं सूझी?,hindi,1
1488,कॉपीराईट वाले सोत्रों से वाक्य न जोड़ें।,hindi,1
1489,उसकी निराशा सभी आसानी से दिख सकते थे।,hindi,1
1490,उसने अपनी सिगरेट पीने की बुरी आदत छोड़ दी।,hindi,1
1491,वह टेस्ट के नतीजे को जानने के लिए बेचैन है।,hindi,1
1492,उसने अपना संतुलन खो दिया और वह अपनी साईकल पर से गिर गया।,hindi,1
1493,उसे अपनी उम्र के बारे में सोचना चाहिए था।,hindi,1
1494,जब लोग उसके खिलाफ़ जातें हैं तो वह गुस्सा हो जाता है।,hindi,1
1495,वह खेत पर सुबह से शाम तक काम करता है।,hindi,1
1496,उसकी नई किताब अगले महीने छपेगी।,hindi,1
1497,मैं यहाँ एक-दो दिन रहूँगा।,hindi,1
1498,मेरी दो बहनें हैं और दोनो की शादी हो चुकी है।,hindi,1
1499,मुझा उसकी लिखी हुई एक चिट्ठी मिली।,hindi,1
1500,मैं घर पहुँचते ही तुम्हें फ़ोन करूँगी।,hindi,1
1501,यहाँ पिछले कुछ दिनों से दबाकर बारिश हो रही है।,hindi,1
1502,मुझे तुम्हें स्टेशन तक पहुँचाने दो।,hindi,1
1503,एवरेस्ट पर्वत दुनिया का सबसे ऊँचा पर्वत शिखर है।,hindi,1
1504,मेरे पिता नें अपनी वसीयत में मुझे बहुत सारे पैसे छोड़े थे।,hindi,1
1505,वह खबर सुनते ही रो पड़ी।,hindi,1
1506,उसने मेज़ पर रखे हुए कपों में कॉफ़ी डाली।,hindi,1
1507,इस वॉशिंग मशीन में कुछ खराबी है।,hindi,1
1508,क्लासरूम में घुसते समय अपनी टोपी उतारा करो।,hindi,1
1509,वह ऐक्सीडेंट उसकी लापरवाही की वजह से हुआ।,hindi,1
1510,एयरपोर्ट के रास्ते पर गाड़ी खराब हो गई।,hindi,1
1511,फ़ैक्टरी में काम अगले महीने से रुक जाएगा।,hindi,1
1512,उस खबर ने गाँव में दहशत फैला दी।,hindi,1
1513,पुलीसवाले ने आदमी को दरवाज़ा खोलते देखा।,hindi,1
1514,चोर अंत में तो पकड़ा ही जाएगा।,hindi,1
1515,उन्होंने उसपर गाड़ी ग़लत खड़ी करने के लिए पाँच हज़ार येन का जुर्माना लगाया।,hindi,1
1516,यह वह गाँव है जहाँ मेरे पिताजी पैदा हुए थे।,hindi,1
1517,सही और ग़लत में अंतर करना मुश्किल होता है।,hindi,1
1518,टॉम मेरी की बात समझ नहीं पाया।,hindi,1
1519,टॉम को मेरी की बात समझ नहीं आई।,hindi,1
1520,टॉम मेरी की बात समझ नहीं सका।,hindi,1
1521,हमने मान लिया था कि वह हमारे साथ आएगा।,hindi,1
1522,इस और उस में क्या अंतर है?,hindi,1
1523,इस और उस में क्या फ़र्क है?,hindi,1
1524,तुम कल इस समय क्या कर रहे होगे?,hindi,1
1525,जो भी रेस जीतेगा ईनाम उसी का होगा।,hindi,1
1526,"तुम्हें इन में से जो भी पसंद है ख़रीद लो, मगर तुम दोनों नहीं ख़रीद सकते।",hindi,1
1527,वह अपना काम खतम करते ही घर चला गया।,hindi,1
1528,इस बारिश में बाहर जाना एकदम सवाल के बाहर है।,hindi,1
1529,वह आसानी से मान जाने वाला आदमी नहीं है।,hindi,1
1530,उसने किसी भी मौके को हाथ से जाने नहीं दिया।,hindi,1
1531,मैं नहीं चाहता कि कोई भी ग़लतफ़ैमी हो।,hindi,1
1532,मेरा कल मेरे भाई के साथ झगड़ा हुआ था।,hindi,1
1533,मेरी कल मेरे भाई के साथ लड़ाई हुई थी।,hindi,1
1534,मैं बहुत बार उससे सम्पर्क करने की कोशिश कर चुकी हूँ।,hindi,1
1535,मुझे याद है कि मेरी माँ ने मुझे क-ख-ग-ध सिखाए थे।,hindi,1
1536,सोच रही हूँ उसकी दी हुई तस्वीर को कहाँ टाँगा जाए।,hindi,1
1537,मैंने उसका नाम लिख लिया जिससे कि मैं उसे भूल न जाऊँ।,hindi,1
1538,मुझे ये कल तक खतम करना है ।,hindi,1
1539,मेरे पिताजी मेरे सबसे बड़े प्रेरणा के स्रोत हैं।,hindi,1
1540,मुझसे कोई भी सवाल पूछने में न हिचकिचाएँ।,hindi,1
1541,मुझे अपना नाम और फ़ोन नम्बर बताईये।,hindi,1
1542,वे अभी व्यस्थ हैं और आपसे बात नहीं कर सकतीं हैं।,hindi,1
1543,वह अपनी तस्वीर जो भी चाहे उसको दे देगी।,hindi,1
1544,"जो तुमने मेरे कंजूस होने के बारे में कहा था, उस बात को वापस लो।",hindi,1
1545,"हो नहीं सकता कि वह मेरी हो, क्योंकि मेरी अभी हस्पताल में है।",hindi,1
1546,दवा तस्कर हवाई अड्डे पर गिरफ्तार किया गया था।,hindi,1
1547,वह पुलिस अफ़सर को देखते ही भाग गया।,hindi,1
1548,बर्दाश्त की भी हद होती है।,hindi,1
1549,"जब मैं वहाँ पहुँचा, वे जाने वाले थे।",hindi,1
1550,इस गाड़ी का पिछले दस साल से इस्तेमाल हो रहा है।,hindi,1
1551,तुम आमतौर पर रोज़ सुबह कितने बजे उठते हो?,hindi,1
1552,तुम नसीब वालो हो जिसके इतना प्यार करने वाले माँ-बाप हैं।,hindi,1
1553,अच्छा होगा कि तुम इस बुरे मौसम में बाहर न जाओ।,hindi,1
1554,जल्दबाज़ी में काम करोगे तो ग़लतियाँ तो होंगीं ही।,hindi,1
1555,"तुम्हें इसे लिख लेना चाहिए, जिससे पहले कि तुम भूल जाओ।",hindi,1
1556,तुम्हें अपने जन्मदिन पर बहुत सारे तोहफ़े मिलेंगे।,hindi,1
1557,लगभग सारे जापानी लड़कों को बास्केटबॉल खेलना अच्छा लगता है।,hindi,1
1558,क्या मुझे बता सकते हो कि मशीन को कब बंद करना है?,hindi,1
1559,उस किताब को पुस्तकालय को लौटाना मत भूलना।,hindi,1
1560,वह इस क्लब का सदस्य पाँच साल पहले बना था।,hindi,1
1561,वह अपने बेटे को नहीं देख पाया तो वह आत्महत्या कर लेगा।,hindi,1
1562,तुम अच्छी और बुरी अंग्रेज़ी में कैसे अंतर कर सकते हो?,hindi,1
1563,मेरी ट्रेन में एक पुराने दोस्त से मुलाक़ात हुई।,hindi,1
1564,मुझे इस हफ़्ते बहुत सारा काम कर के खतम करना है।,hindi,1
1565,मुझे नहीं पता मैं उनपर कितना भरोसा कर सकता हूँ।,hindi,1
1566,मुझे नहीं पता मैं उनपर किस हद तक भरोसा कर सकता हूँ।,hindi,1
1567,मैंने एक लड़की को देखा जिसके बाल उसकी कमर तक आते थे।,hindi,1
1568,मैंने उसे एक-दो मिनट पहले टॉयलेट में जाते हुए देखा था।,hindi,1
1569,भारत को ब्रिटेन से १९४७ में स्वतंत्रता प्राप्त हुई।,hindi,1
1570,पिछले हफ़्ते क्लास से पाँच विद्यार्थी अनुपस्थित थे।,hindi,1
1571,उसने मुझे चिट्ठी का जवाब न देने के लिए डाँटा।,hindi,1
1572,उसके साथ रास्ते पर कुछ हुआ होगा।,hindi,1
1573,वह कभी-कभी उससे भारत की बात करने की कोशिश किया करती थी।,hindi,1
1574,उसके दिए गए कारण को समझना मुश्किल है।,hindi,1
1575,स्टेशन इन दो नगरों के बीच स्थित है।,hindi,1
1576,हमारे पास सोचने के लिए बहुत सारी बातें हैं।,hindi,1
1577,ये अंगूर इतने खट्टे हैं कि मुझसे खाए नहीं जा रहे।,hindi,1
1578,"कयोंकि वह पढ़ाई नहीं करता था, उसे स्कूल से निकाल दिया गया।",hindi,1
1579,हज़ारों विदेशी हर साल जापान जाते हैं।,hindi,1
1580,टॉम पूछ रहा है कि तुमने उसे कॉल बैक क्यों नहीं किया।,hindi,1
1581,"हमारे पास ग्राहक नहीं थे, तो हमने दुकान जल्दी बंद करदी।",hindi,1
1582,आपको कुछ नए प्रॉडक्ट्स दिखाना चाहते हैं।,hindi,1
1583,हमें अपने दोस्तों से मदद माँगनी पड़ेगी।,hindi,1
1584,अम्रीका को इंग्लैंड से आज़ादी कब मिली?,hindi,1
1585,मैं जब ताईवान में था तब उसके साथ दोस्त बन गया।,hindi,1
1586,आवाज़ थोड़ी धीमी कर सकते हो क्या?,hindi,1
1587,"वे फिरसे हड़ताल कर सकते हैं क्या? ""लगता तो ऐसा ही है।""",hindi,1
1588,एक बूढ़ा आदमी पेड़ की छाया में आराम कर रहा था।,hindi,1
1589,आप थोड़ा धीरे बोल सकते हैं क्या?,hindi,1
1590,क्या तुम्हे लगता है वह फिरसे प्रेसीडेंट चुना जाएगा?,hindi,1
1591,खुलकर बोलूँ तो मैं उसके साथ काम नहीं करना चाहता।,hindi,1
1592,"वह आदमी तो भला है, पर बात बहुत ज़्यादा करता है।",hindi,1
1593,वह आठ साल का था जब उसने अपने माता-पिता को छोड़ दिया।,hindi,1
1594,उसने अपनी पत्नी को उसे सुबह सात बजे उठाने की बात का याद दिलाया।,hindi,1
1595,उसने पार्सल को परसों भेजा था।,hindi,1
1596,उसको दोनो एक अध्यापक और एक इनसान के रूप में सम्मान मिला।,hindi,1
1597,तुम्हे इस किताब का अनुवाद करने में कितना समय लगा?,hindi,1
1598,तैवान में रहते समय मेरी उससे दोस्ती हुई।,hindi,1
1599,मुझे एक दिन में काम खतम करना नामुमकिन लगा।,hindi,1
1600,इतने अड़ियल व्यक्ति से मेरी कभी भी मुलाकात नहीं हुई है।,hindi,1
1601,मुझे बहुत सारे शब्दों और वाक्यांशों को रटना है।,hindi,1
1602,मुझे लगा कि वह काम खतम कर चुका था।,hindi,1
1603,मैं परेशान था क्योंकि मुझे फ़्रांसीसी बोलनी नहीं आती थी।,hindi,1
1604,मैं एक ऐसी चीज़ ढूँढ रहा था जिसका अस्तित्व कभी था ही नहीं।,hindi,1
1605,मैं उसकी अचानक मौत की खबर से चौंक गया।,hindi,1
1606,तुम्हारे लिए वहाँ तुरन्त जाना अनिवार्य है।,hindi,1
1607,तुम्हें जल्द-से-जल्द डॉक्टर के पास जाने की ज़रूरत है।,hindi,1
1608,"तुम मानो या न मानो, उससे कोई फ़र्क नहीं पड़ता।",hindi,1
1609,मैं तुम्हारे साथ इस बारे में अकेले में बात कर सकता हूँ क्या?,hindi,1
1610,उसकी जान-पहचान में तो बहुत लोग थे पर दोस्त कोई भी नहीं थे।,hindi,1
1611,डॉक्टर ने उससे कहा कि उसे आराम लेना चाहिए।,hindi,1
1612,वे टैक्स सुधार क़ानून के पक्ष में हैं।,hindi,1
1613,यह लिफ़्ट छटी मंज़िल तक ही जाती है।,hindi,1
1614,यह मशीन उस मशीन से बेहतर है।,hindi,1
1615,टॉम की जेब में उस समय पचास डॉलर थें।,hindi,1
1616,"कल मेरा जन्मदिन है, और मैं सत्रह साल का हो जाऊँगा।",hindi,1
1617,"कल मेरा जन्मदिन है, और मैं सत्रह साल की हो जाऊँगी।",hindi,1
1618,वह चिट्ठी पढ़ने के समय दुखी लग रही थी।,hindi,1
1619,तुम्हारे खयाल से अम्रीका में फ़ुटबॉल लोकप्रिय क्यों नहीं है?,hindi,1
1620,आप यह स्वेटर बड़े नाप वाले के लिए बदल देंगे क्या?,hindi,1
1621,तुम्हें जैसे ही यह पत्र मिले मुझे लिखकर जवाब देना।,hindi,1
1622,तुम दो तीन दिनों में फिरसे ठीक हो जाओगे।,hindi,1
1623,तुम दो तीन दिनों में फिरसे ठीक हो जाओगी।,hindi,1
1624,क्या आपको लगता है कि हमे अम्रीका से चावल का आयात करना चाहिए?,hindi,1
1625,जंगल में रहते समय उसे मलेरिया हो गया।,hindi,1
1626,उसने वसीयत में अपनी पत्नी को सारी जायदाद छोड़ दी।,hindi,1
1627,उसने इतना लम्बा भाषण दिया कि हम सब को बोर कर डाला।,hindi,1
1628,मेरे ख़याल से वह कभी भी वापस नहीं आएगा।,hindi,1
1629,"कल रविवार था, तो मैं पूरे दिन सोते रहा।",hindi,1
1630,"जब वह अगली बार आएगा, मैं उसे इसके बारे में बाताऊँगा।",hindi,1
1631,"जब वह अगली बार आएगा, मैं उसे इसके बारे में बाताऊँगी।",hindi,1
1632,अगर हो सके तो मैं विष्व यात्रा पर जाना चाहूँगा।,hindi,1
1633,अगर कॉफ़ी ज़्यादा कड़वी है तो थोड़ा और पानी डाललो।,hindi,1
1634,लंदन दुनिया के सबसे बड़े शहरों में से एक है।,hindi,1
1635,इंग्लैंड की राजधानी लंदन थेम्स नदी के किनारे है।,hindi,1
1636,यह पैसा ज़रूरतमंदों में बाँट देना चाहिए।,hindi,1
1637,मुझे वह किताब लौटाने में जल्द-बाज़ी करने की ज़रूरत नहीं है।,hindi,1
1638,कल पार्क में एक भी बच्चा नहीं था।,hindi,1
1639,वे जल्द-से-जल्द शादी करना चाहते थे।,hindi,1
1640,वे मेरा विश्वास नहीं करेंगे चाहे मैं कसम भी क्यों न खालूँ।,hindi,1
1641,हम यह फ़ैसला नहीं ले पा रहें हैं कि कॉलेज जाएं या न जाएं।,hindi,1
1642,तुम्हारे पास जहाँ भी जाने की मर्ज़ी हो वहाँ जाने की आज़ादी है।,hindi,1
1643,पिताजी मेरे पहाड़ पर अकेले जाने से राज़ी नहीं थे।,hindi,1
1644,उसको यकीन है कि वह परीक्षा में पास हो जाएगा।,hindi,1
1645,उसने कपड़े उतारे बिना ही पानी में छलाँग लगादी।,hindi,1
1646,मुझे ठीक से नहीं पता वह क्या करने वाली है।,hindi,1
1647,मुझे नहीं लगता कि टॉम परीक्षा में उत्तीर्ण होगा।,hindi,1
1648,मुझे नहीं लगता कि टॉम टेस्ट में पास होगा।,hindi,1
1649,मुझे इस विषय पर कुछ नहीं कहना है।,hindi,1
1650,मुझे इस समस्या के बारे में कुछ नहीं कहना है।,hindi,1
1651,मैं उसे पहचानता हूँ पर मैंने उससे कभी बात नहीं करी है।,hindi,1
1652,मैंने दस साल की उम्र में ही गिटार बजाना सीख लिया था।,hindi,1
1653,मैंने दोपहरभर अपने दोस्तों से गप मारी।,hindi,1
1654,मैं काम पर जाने के बजाय सारे दिन घर पर रहा।,hindi,1
1655,मुझे लगता है कि यहाँ कुछ ग़लतफ़ैमी हुई है।,hindi,1
1656,मैं यह नहीं कह रही हूँ कि तुम्हारे उत्तर हमेशा ग़लत होते हैं।,hindi,1
1657,भारत विश्व में सातवाँ सबसे बड़ा देश है।,hindi,1
1658,इतना शोर था कि किसी को भी मेरी आवाज़ सुनाई नहीं दे रही थी।,hindi,1
1659,और इंतेज़ार करना समय की सरासर बर्बादी होगी।,hindi,1
1660,अपनी अभिलाषाओं को पूरी करने के लिए मुझे बहुत से लोगों ने बढ़ावा दिया।,hindi,1
1661,मेरी माँ अक्सर लोगों के नाम भूलती रहती है।,hindi,1
1662,"वह बहुत ध्यानपूर्वक है, इसलिए बहुत कम ग़लतियाँ करती है।",hindi,1
1663,वह बूढ़ा आदमी आँखें बंद करके कुरसी में बैठा था।,hindi,1
1664,यह सिद्धांत मेरे समझने से बाहर है।,hindi,1
1665,मैं हैरान था कि वह सवाल का जवाब नहीं दे पाई।,hindi,1
1666,आपातकालीन स्तिथि में मुझे क्या नम्बर मिलाना चाहिए?,hindi,1
1667,मेरी तुम्हारे लिए यह सलाह है कि अपने दोस्तों से पैसे उधार मत लो।,hindi,1
1668,मुझे बड़े शहरों का प्रदूषित वातावरण अच्छा नहीं लगता।,hindi,1
1669,"उन दिनों के सिवाय जब बारिश हो रही होती है, मैं साईकल चलाकर काम पर जाता हूँ।",hindi,1
1670,मैं बस स्कूल पहुँचा ही था कि घंटी बज गई।,hindi,1
1671,मैं अपने पापा-मम्मी के वापस आने से पहले घर साफ़ करना चाहता हूँ।,hindi,1
1672,अस्पताल में मुझसे बहुत देर तक इन्तज़ार करवाया गया।,hindi,1
1673,भारत बहुत सालों तक ग्रेट ब्रिटेन के कबज़े में था।,hindi,1
1674,अंतर्राष्ट्रीय व्यापार मज़बूत अर्थव्यवस्था के लिए आवश्यक है।,hindi,1
1675,कहा जाता है कि वह दुनिया में सबसे अमीर आदमी है।,hindi,1
1676,ग्यारह बज चुके हैं। मुझे चलना चाहिए।,hindi,1
1677,बैट और बॉल दोनो कल एकसाथ चोरी हो गए।,hindi,1
1678,लंदन के लोगों को इस ब्रिज पर गर्व है।,hindi,1
1679,यह वह घर है जिसमें मैं रहता था जब मैं छोटा था।,hindi,1
1680,अबसे आपकी हिफ़ाज़त के लिए हम ज़िम्मेदार हैं।,hindi,1
1681,हम स्टेशन पर तब पहुँचे जब ट्रेन चल पड़ी थी।,hindi,1
1682,हमे लोगों की पीठ के पीछे उनकी बुराई नहीं करनी चाहिए।,hindi,1
1683,हमे अंदर जाने से पहले जूते उतारने होंगे।,hindi,1
1684,उसके टोक्यो आते ही मैं तुम्हें तुरंत फ़ोन करूँगी।,hindi,1
1685,तुम उसके बारे में ऐसे बात क्यों करते हो जैसे कि वह बूढ़ा आदमी हो?,hindi,1
1686,"थोड़ी हिचकिचाहट के बाद, उसने किताब को मेज़ पर रखा।",hindi,1
1687,मैं उसके आने से पहले अपना होमवर्क खतम कर लूँगा।,hindi,1
1688,मैं आपकी अच्छाई को कभी नहीं भूलूँगा।,hindi,1
1689,ग़ौर से देखा। मैं तुम्हें दिखाऊँगा कैसे किया जाता है।,hindi,1
1690,मतलबी इनसान केवल अपनी भावनाओं के बारे में ही सोचता है।,hindi,1
1691,मतलबी इनसान केवल अपने बारे में ही सोचता है।,hindi,1
1692,बाग के सारे फूल पानी की कमी की वजह से मर गए।,hindi,1
1693,मुझे स्टेशन के बाहर अपना एक पुराना दोस्त मिल गया।,hindi,1
1694,मैं घंटों तक उस चाबी को ढूँढता रहा जिसे मैंने गिरा दिया था।,hindi,1
1695,मुझे यह तस्वीर जल्द-से-जल्द बनवानी है।,hindi,1
1696,मैं किसी को तुम्हें घर से लेने के लिए भिजवादूँगा।,hindi,1
1697,हेलमेट पहने बिना मोटरसाईकल चलाना बहुत खतरनाक होता है।,hindi,1
1698,शायद हमें उस मीटिंग में जाने की ज़रूरत नहीं पड़ेगी।,hindi,1
1699,बहतर होगा कि तुम उससे सलाह न माँगो।,hindi,1
1700,मेरे हाथ गंदे हैं। मैं अपनी साईकल ठीक कर रहा था।,hindi,1
1701,"जब मैं उसके घर पर रही, उसने मुझे रहने के लिए एक बड़ा सा कमरा दिया।",hindi,1
1702,सरकार ने उद्योग बढ़ाने के लिए कार्यक्रम शुरू किया।,hindi,1
1703,समिति के अधिकांश सदस्यों ने बिल के पारित होने के खिलाफ़ मत दिया।,hindi,1
1704,कुछ दिन पहले उसकी माँ हस्पताल में चल बसीं।,hindi,1
1705,चीन की जनसंख्या भारत की से बड़ी है।,hindi,1
1706,एड्स के फैलाव की तेज़ गति बहुत भयानक है।,hindi,1
1707,"जब वह नहीं कर सकते जो करना चाह्ते हो, तो वह करो जो कर सकते हो।",hindi,1
1708,फ्रेंच फ्रांस में अौर इटली के कुछ हिस्सो में बोली जाती है।,hindi,1
1709,"मैं जल्दी उठा था, क्योंकि मुझे पहली ट्रेन पकड़नी थी।",hindi,1
1710,मैं बारिश में फंस गया था और तर-तर भीग गया।,hindi,1
1711,जापान में बीवा झील से बड़ी और कोई झील नहीं है।,hindi,1
1712,अगर मैं नहीं आ पाया तो तुम्हें पहले फ़ोन करके बतादूँगा।,hindi,1
1713,बहार जाने से पहले सारी बत्तियाँ बंद करना मत भूलना।,hindi,1
1714,"हाँ शायद मैं दुखी हूँ, पर मुझे अपनी जान लेने का इरादा नहीं है।",hindi,1
1715,आसमान से वह नदी एक विशाल सांप की तरह दिख रही थी।,hindi,1
1716,राजा ने हुक़्म दिया कि क़ैदी को रिहा कर दिया जाए।,hindi,1
1717,मरीज़ आँखें बंद कर बिस्टर पर लेटा हुआ था।,hindi,1
1718,पुलिस ने उस लड़की के क़ातिल को हरासत में ले लिया।,hindi,1
1719,हमे अंदर जाने से पहले जूते उतारने होंगे।,hindi,1
1720,हम रोज़ एक-दूसरे से फ़ोन पर बात करते हैं।,hindi,1
1721,हमने इस नगर को कल सुबह छोड़ने का इरादा किया है।,hindi,1
1722,अगर तुममें थोड़ा और सब्र होता तो तुम कामयाब हो जाते।,hindi,1
1723,तुम्हें कुत्ते को बांध देना चाहिए जिससे कि वह किसी को काट न ले।,hindi,1
1724,तुमको लोगों कि पीठ के पीछे उनकी बुराई नहीं करनी चाहिए।,hindi,1
1725,अगर तुम्हे परीक्षा पास करनी है तो मन लगाकर काम करना होगा।,hindi,1
1726,इस समस्या की तहकीकात करने के लिए एक समिति स्थापित करी गई है।,hindi,1
1727,"टीवी समाचार के मुताबिक, भारत में विमान दुर्घटना हुई है।",hindi,1
1728,"एक कहावत है, ""कुछ पाने के लिए कुछ खोना पड़ता है""।",hindi,1
1729,तुम इन दो तस्वीरों में अंतर बता सकते हो?,hindi,1
1730,अंग्रेज़ी बोलते समय गलतियों का डर नहीं होना चाहिए।,hindi,1
1731,मैं पानी के बिना इन गोलियों को निगल नहीं सकती।,hindi,1
1732,मुझे जगे रहने के लिए शायद और कॉफ़ी पीनी पड़ेगी।,hindi,1
1733,ताज महल विश्व के सात आश्चर्यों में से एक है।,hindi,1
1734,इस नदी में बहुत कम मछलियाँ पकड़ीं गईं।,hindi,1
1735,इंग्लैड से भारत तक का सफ़र छः महीनों का हुआ करता था।,hindi,1
1736,अगर थक गए हो तो पढ़ाई करने से कोई फ़ायदा नहीं है।,hindi,1
1737,उनके इनवेस्टमेंट पर ८ प्रतिशत का फ़ायदा हुआ।,hindi,1
1738,गाड़ी में आसानी से पहाड़ चढ़ने लायक जान है।,hindi,1
1739,हमे पर्यावरण के प्रदूषण को रोकने का प्रयास करना चाहिए।,hindi,1
1740,आप ये किताबें पुस्तकालय से एक हफ़्ते के लिए ले सकते हैं।,hindi,1
1741,तुम्हारे पैर सूज गए हैं क्योंकि तुम्हारे जूते बहुत छोटे हैं।,hindi,1
1742,एक माँ अपने बच्चों के बर्ताव के लिए ज़िम्मेदार होती है।,hindi,1
1743,कोलम्बस ने सोचा कि वह पश्चिम दिशा में जाकर भारत पहुँच सकता था।,hindi,1
1744,तुम्हें पता नहीं कि वे दो साल पहले ही गुज़र चुके थे?,hindi,1
1745,"अगर मुझे उसका पता पता होता, तो मैंने उसे चिट्ठी लिखी हुई होती।",hindi,1
1746,१६०० की शतक में चाय को भारत से यूरोप में लाया गया था।,hindi,1
1747,"आपसे बात करके खुशी हुई, पर अब मुझे जाना पड़ेगा।",hindi,1
1748,कल का मौसम कैसा होगा कहना मुश्किल है।,hindi,1
1749,तुम कल रात रेडियो को बंद करना भूल गए थे ना?,hindi,1
1750,शब्दकोश (डिक्शनरी) के बिना अंग्रेज़ी की पढ़ाई करना बहुत मुश्किल होगा।,hindi,1
1751,तुम्हें अपने शौक पर इतने सारे पैसे खर्च नहीं करने चाहिए थे।,hindi,1
1752,"कब वापस आओगे? ""यह तो मौसम देख कर पता चलेगा।""",hindi,1
1753,वह कभी भी इस बात का खयाल नहीं करता है कि मैं कितना व्यस्थ हूँ।,hindi,1
1754,अपने परिवार के लिए खाना खरीदना भी मेरे लिए मुश्किल है।,hindi,1
1755,आजकल अंग्रेज़ी अच्छे से बोलना जानना बहुत ज़रूरी है।,hindi,1
1756,मुम्बई भारतीय राज्य महाराष्ट्र की राजधानी है।,hindi,1
1757,मातापिता अपने बच्चों की हिफ़ाज़त के लिए ज़िम्मेदार होते हैं।,hindi,1
1758,मातापिता अपने बच्चों की सुरक्षा के लिए ज़िम्मेदार होते हैं।,hindi,1
1759,"कुछ लड़के मछलियाँ पकड़ रहे हैं, और बाकी तैर रहे हैं।",hindi,1
1760,"वह बच्चा हालांकि केवल चार साल का ही है, वह अभी से ही सौ तक गिनती कर सकता है।",hindi,1
1761,तुम नाकामयाब इसलिए रहे क्योंकि तुमने पूरी तरह मेहनत नहीं लगाई।,hindi,1
1762,उसकी खिड़की के बाहर इतना शोर हो रहा था कि वह सो नहीं पा रहा था।,hindi,1
1763,वह अपनी ज़िंदगी को भारत में बीमारों का इलाज करने में समर्पित करना चाहता है।,hindi,1
1764,मेरे पास इतने सारे कपड़े हैं कि मुझे समझ में नहीं आ रहा है कि कल क्या पहनूँ।,hindi,1
1765,मैंने उसको पैसे देने की कोशिश करी पर उसने इनकार कर दिया।,hindi,1
1766,"तुम अमीर हो या ग़रीब, इससे मुझे कोई फ़र्क नहीं पड़ता।",hindi,1
1767,जापान दुनिया के सबसे ताकतशाली अर्थतंत्रों में से एक है।,hindi,1
1768,पंद्रह अगस्त के दिन हज़ारों लोग पतंग उड़ातें हैं।,hindi,1
1769,विष्व में ऐसी कोई भी वस्तु नहीं है जिसपर सूर्य का प्रभाव न पड़ता हो।,hindi,1
1770,दुनिया में ऐसी कोई भी चीज़ नहीं है जिसपर सूरज का असर न पड़ता हो।,hindi,1
1771,अगर हमको स्टेशन समय पर पहुँचना है तो हमको जल्दी करनी होगी।,hindi,1
1772,मेरे हिसाब के मुताबिक उसको अभी तक भारत पहुँच जाना चाहिए था।,hindi,1
1773,"वे हालांकि जुड़वा हैं, उनके शोक एक-दूसरे से बहुत अलग हैं।",hindi,1
1774,"जो पैसे भर चुकें हैं, उनके नाम काट दो।",hindi,1
